+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_mrmfax8pp268wy78jarbqah22 | tt2          | Marge Simpson (Julie Kanver)                                                                                   | 2021-10-03 02:53:32 | NULL                | NULL                |     18786 |
| weight_w4c4frd1vbnzg6gtctt6newt5 | tt2          | Morty Smith (Version 2.0)                                                                                      | 2023-05-14 13:02:45 | NULL                | NULL                |     18780 |
| weight_3jaf5xwybws1tby2bydnapk1h | tt2          | DeToxoMoroxo                                                                                                   | 2022-06-14 21:37:31 | NULL                | NULL                |     18759 |
| weight_0cg1294gaf52c7rh0vz7a2ger | tt2          | Stan Lee                                                                                                       | 2021-08-17 10:56:25 | NULL                | NULL                |     18736 |
| weight_tkbhekke2b21s5nmwzr5pdseq | tt2          | Akane Tendo (ES-LAT)                                                                                           | 2023-07-13 16:41:51 | NULL                | NULL                |     18712 |
| weight_ej4sy1ypefs4znvhh1mywxf8a | tt2          | Lady Gaga (singing)                                                                                            | 2022-07-21 23:09:42 | NULL                | NULL                |     18697 |
| weight_gzejc4hjxmpkc3b2aj50k8jt3 | tt2          | Joe Rogan (Version 1.0)                                                                                        | 2023-02-28 02:27:38 | NULL                | NULL                |     18649 |
| weight_37k2ytwgceyjfkfhbkq13r8j9 | tt2          | Junkrat - Overwatch (Latino)                                                                                   | 2022-11-27 22:42:34 | NULL                | NULL                |     18625 |
| weight_t3sd6dv6jw6bcjtkffwyr9ydp | tt2          | Deadpool (Nolan North)                                                                                         | 2021-09-01 19:07:10 | NULL                | NULL                |     18611 |
| weight_yqexh77ntqyawzgh9fzash798 | sd_1.5       | Flat2D Animerge v3                                                                                             | 2024-02-28 21:00:43 | NULL                | NULL                |     18555 |
| weight_8q71fh6fy6nmr8cvx8dhptf9g | tt2          | Super Smash Bros Ultimate Locutor                                                                              | 2022-07-28 04:25:16 | NULL                | NULL                |     18526 |
| weight_79nve5ntc03rd2k5532je1rf6 | tt2          | Fluttershy. (Remasterizada) (Latin American Spanish, My Little Pony.)                                          | 2023-10-23 23:43:11 | NULL                | NULL                |     18522 |
| weight_008qff62ezjjcddtzvf0x3wzc | tt2          | Frieza (Abridged)                                                                                              | 2023-05-25 20:45:44 | NULL                | NULL                |     18491 |
| weight_bazywce8k53kqxhx1rsf8fv3z | tt2          | Juan Carlos Bodoque. (31 Minutos, Latin American Spanish.) Versión LITE                                        | 2023-05-11 21:47:21 | NULL                | NULL                |     18476 |
| weight_3by10y6r8gwb8njvy4wkncwdy | tt2          | Sonic The Hedgehog (Ryan Drummond)                                                                             | 2021-08-30 01:43:30 | NULL                | 2023-02-13 15:02:14 |     18465 |
| weight_0yreq5w0m9ckahh3n9ma1fn9f | tt2          | Inuyasha (Version 1.0)                                                                                         | 2022-04-29 11:40:48 | NULL                | NULL                |     18427 |
| weight_bvxn79v6t0rpf6ekjd01fwh3j | tt2          | Itachi Uchiha V2                                                                                               | 2022-10-07 21:22:32 | NULL                | 2023-02-13 19:29:14 |     18380 |
| weight_wygfpzg0z42xm8jaxb7wrqwf2 | tt2          | Chris Griffin (Classic)                                                                                        | 2023-06-14 23:45:35 | NULL                | NULL                |     18190 |
| weight_qsbxvyd2zz86n9vqyk481s37s | tt2          | Sonic The Hedgehog (2000s era)                                                                                 | 2021-12-28 08:39:24 | NULL                | NULL                |     18167 |
| weight_n4cd7f74tw8e9xaczan004f0h | tt2          | Patricio Estrella (Temporada 4 - presente)                                                                     | 2022-12-04 17:30:33 | NULL                | NULL                |     18141 |
| weight_0wn8vngzw470spv7vqq17645b | tt2          | Robert DeNiro                                                                                                  | 2022-03-11 17:52:35 | NULL                | NULL                |     18112 |
| weight_e0t9cdjwh0kyny0ykq0ghecn5 | tt2          | Jay-Z (Shawn Corey Carter)                                                                                     | 2022-08-12 06:06:48 | NULL                | NULL                |     18093 |
| weight_jephx9sjmwzc7t4x29jsw88jg | tt2          | Mike Rome                                                                                                      | 2023-08-19 08:55:25 | NULL                | NULL                |     18078 |
| weight_3a56xqggf8s3qq9m6eydbekea | tt2          | Amazing Spider-Man (Sam Riegel)                                                                                | 2021-10-24 14:45:25 | NULL                | 2023-02-10 23:24:55 |     17995 |
| weight_k2kzp7pp51yj7j1hp0xyf7ze0 | tt2          | Sonic The Hedgehog (Ben Schwartz)                                                                              | 2021-09-18 18:03:46 | NULL                | NULL                |     17929 |
| weight_hkawmassbvv8e6sb66638kg9p | tt2          | Elon Musk (Version 3.0)                                                                                        | 2023-07-07 22:14:34 | NULL                | NULL                |     17924 |
| weight_bvjh2rvtv58naz5zvkyrs88m2 | tt2          | Odal (narrador)                                                                                                | 2023-08-15 05:51:37 | NULL                | NULL                |     17817 |
